Feature_Length,Accuracy,Precision,Recall,AUPRC,AUROC,F1_Score
24,0.6521428571428571,0.703580586080586,0.5406704260651629,0.741863137327844,0.7166993109134492,0.606139824672917
25,0.6576984126984127,0.7068590478149301,0.5609032999164578,0.7594019777392484,0.7405221400451019,0.6208013653556904
26,0.6603968253968253,0.7097002997002997,0.5544454887218044,0.7457369553025402,0.7349769494542457,0.6170012458805563
27,0.6576190476190475,0.6914226343831607,0.5486810776942355,0.7344910374994154,0.7129149958228906,0.608066908569426
28,0.671984126984127,0.7127960030165913,0.5725156641604009,0.7633999315577915,0.7527875857945517,0.6316613329919781
29,0.6576984126984127,0.7109332579185521,0.555531537176274,0.7437383957996851,0.7404693323723252,0.617061674502949
30,0.6688888888888889,0.7305540293040294,0.5461413951545531,0.7433309525963907,0.7262452222604441,0.6200339741013201
31,0.6404761904761904,0.6902391725921138,0.5325156641604011,0.7461400176651546,0.7212570437531738,0.5943999726327313
32,0.6546825396825395,0.7018614718614719,0.5500010442773601,0.7511514427955381,0.73338577243763,0.6124312678858581
33,0.6599999999999999,0.7036468433527258,0.5569601086048455,0.7427496450383105,0.7347418983187818,0.6149706163012614
34,0.6403968253968253,0.685297619047619,0.5314045530492899,0.729819734627999,0.7108820703720085,0.5940795250246929
35,0.6463492063492063,0.7052431228901817,0.5191823308270677,0.7482082081944303,0.7311368808732069,0.5917223796575855
36,0.6461904761904762,0.6995283882783883,0.522515664160401,0.743122875869877,0.7273283126115943,0.5891293309438471
37,0.6604761904761904,0.7112488818371171,0.5394601086048455,0.7426944734733859,0.7273049958774933,0.6065799927635791
38,0.6322222222222222,0.6730692918192919,0.5258489974937344,0.7255821670551378,0.7129830403896451,0.5842789841580165
39,0.6577777777777778,0.694650202738438,0.555641186299081,0.7280017715533235,0.7270343423919277,0.6094320486815415
40,0.6461904761904762,0.6959876234876236,0.5141280284043441,0.7269169560422795,0.7114917904783746,0.5854379848935891
41,0.6433333333333333,0.7110539787010376,0.5169350459482038,0.7295510161272131,0.7204315199764115,0.5892713464696224
42,0.649126984126984,0.70539592760181,0.5258489974937344,0.7481608469840448,0.7294190118542543,0.5957430875576037
43,0.6463492063492063,0.6886863136863137,0.5324906015037594,0.7372142618866606,0.7219124199387357,0.5966252323054817
44,0.6633333333333333,0.722623161152573,0.5439191729323307,0.7419243503139702,0.7106349957136852,0.6160417387199596
45,0.6517460317460316,0.7031029166052386,0.542625313283208,0.7366456471192245,0.7063323586744639,0.6028172748488451
46,0.6519841269841271,0.6927275502275502,0.5362510442773601,0.7238672129635876,0.7234877539709841,0.5989157326965676
47,0.6434920634920636,0.6843325791855204,0.5458093149540518,0.7363594665506439,0.7194155486756106,0.6004629344406385
48,0.6463492063492063,0.6854782227576346,0.5434189640768589,0.7364800862745035,0.7096603627805897,0.5988876749830097
49,0.6602380952380953,0.7129557942057942,0.5395593149540518,0.74148003573006,0.716265811587793,0.6096570626767578
50,0.6407936507936508,0.6865772462831287,0.521156015037594,0.7471635162525155,0.7335965294499867,0.5843251455928941
51,0.6238095238095237,0.6702738274797099,0.5090580618212197,0.730016883379537,0.7187117221157469,0.5705422324040232
52,0.6488095238095237,0.6994850982350982,0.5269601086048454,0.7356805286644506,0.7136768364265784,0.5977124442658043
53,0.621031746031746,0.6732295482295483,0.49458855472013363,0.7246008533395486,0.6924093034874768,0.5626718823730209
54,0.6407936507936507,0.6953482546864901,0.5331850459482038,0.7298942288160831,0.7115645445312627,0.5937415123917282
55,0.6464285714285715,0.699657793187205,0.5205858395989975,0.7424564353701395,0.7177203916654381,0.5911745242369137
