FID IID C1 C2 C3 C4 C5 C6 C7 C8 C9 C10
PT-3PZ9 ROS20282974 -0.00145385 0.00289454 0.00802694 -0.00270829 -0.00248084 -0.00171125 0.00589179 0.00094388 -0.00259476 -0.00699225
PT-8WWX ROS20368565 -0.00881056 -0.00261839 -0.00235805 0.0048793 0.002207 0.00321605 -0.00247519 0.002452 -0.00315353 0.00299493
PT-C1EY ROS20187204 -0.0121123 -0.00583754 -0.00461777 0.0057973 0.00375846 0.00190396 0.00544764 -0.00646056 0.000716172 0.000735642
PT-C142 ROS20276430 -0.000925483 0.000102237 0.00591574 -0.0106593 0.00218194 -0.0108473 0.00593584 0.00849296 -0.00778467 0.00174333
PT-C1E4 ROS20380831 -0.00590891 0.0013568 -0.00177737 -0.00239591 0.00198972 0.0030269 -0.00598839 -0.00697147 0.00343316 0.00658741
PT-BZNK MAP09508427 0.00669554 -0.00180121 0.0124152 -0.00110566 -0.00107236 -0.00363695 -0.00282372 0.00521305 -0.00199149 -0.00510481
PT-C1F9 ROS20261901 -0.0119621 -0.00788949 -0.00112038 0.00776929 0.00132562 0.00221394 -0.00034234 -0.00307542 -0.00401079 -0.00282574
PT-BYIU MAP12317427 0.0196729 -0.0133409 -0.00394792 0.00492485 -3.71944e-05 -0.00198968 0.00289369 0.00414625 -0.00465374 2.29296e-06
PT-BZ7F MAP50101361 0.0102948 -0.000776401 -0.00125625 0.00195685 0.00202131 -0.0033545 0.00670068 -0.00110326 0.00592358 0.00167101
PT-BY9F MAP40071481 0.00903289 -0.00550989 0.00215107 0.00141744 0.00137438 -0.00078162 0.00293767 0.00215341 0.00490381 0.00263935
PT-C1GX ROS20254326 -0.00417686 -0.00276245 0.00566908 0.00301956 0.00354476 -0.0060139 0.00471668 -0.00278286 0.0047167 0.000279931
PT-BYUH MAP39989287 -0.00207168 -0.00127829 0.000230613 -0.00406134 -0.00160596 -0.000714323 0.00442532 -0.00663983 -0.00148912 -0.000126648
PT-C1LF ROS21293107 0.0136478 -0.00158682 -0.00105722 0.00285477 -0.00290091 0.00116294 0.00411057 0.00226279 -0.00020342 -0.00624791
PT-BZ69 MAP15373321 0.00378472 0.0318134 -0.00262228 0.00630788 0.00512938 0.0141691 -0.000773066 -0.00181522 0.00118745 0.00254259
PT-C1L3 ROS20254740 -0.0122337 -0.0068602 -0.00255294 0.0102948 0.00471555 -0.000542862 0.00106785 0.000773271 0.00611852 -0.00069953
PT-8X9F ROS20191566 -0.00932688 -0.00427738 -0.000474211 0.00435209 0.00117329 0.000543907 0.00623234 -0.00919789 -0.000744833 -0.00217997
PT-8X1G ROS20173104 -0.00155086 -0.00279702 -0.00118686 0.00288023 0.000187588 -0.0030203 0.00159739 -0.000537801 0.00284806 0.00231711
PT-3PZ4 ROS20248206 0.001771 0.0026908 -0.00224447 -0.00593609 0.00327975 -0.000515554 0.00340715 0.00318639 -0.0084212 0.00100818
PT-8X1D ROS20208992 -0.00381083 -0.00274773 -0.000997848 0.000314286 -0.000667688 -0.000178415 0.00456925 -0.00161891 0.00867761 -0.00400031
PT-8X6P ROS21298738 0.0175905 -0.00783309 -0.00368511 0.00147806 0.00162512 -0.00780117 -0.0012077 -0.00508379 -0.00940451 -0.00206532
PT-8X9I ROS20294342 -0.00568257 0.000748868 -0.00250637 -0.000803842 3.69037e-05 0.00255746 -0.00407462 0.00983011 -0.00883904 -0.0134629
PT-8X9V ROS21400410 0.000902666 -0.00426528 0.0181519 -0.00424159 -0.00528916 0.00310102 0.00192461 -0.00299985 0.0020702 7.46236e-05
PT-C1E6 ROS20219643 -0.00579466 -0.00342193 -0.000668569 -0.00463484 -0.00290021 -0.000112748 0.000278444 0.00483941 -0.00225411 0.00314855
PT-BYUA MAP14397423 -0.00187685 -0.000383769 0.00107344 -0.00727654 8.39172e-06 0.00110641 0.000681548 0.000575723 -0.000357473 0.0092765
PT-3PYX ROS20201891 -0.00539222 0.000465356 0.00924891 -0.00118873 0.000645874 -0.00170807 -0.00586888 0.000776586 0.00366918 -0.00446038
PT-8WW4 ROS20258528 -0.00931941 -0.00819617 -0.00504267 0.006023 0.00177136 -9.32003e-05 0.0050601 -0.00470084 -0.00574025 -0.00122221
PT-8WZG ROS20222990 -0.00151186 0.00137371 -0.00234021 -0.000988391 -0.000979534 -0.00244176 0.00225681 -0.00386148 -0.0114144 -0.00790883
PT-BYQ5 MAP31813134 -0.00659852 -0.00254157 0.00617302 0.00139681 0.00185181 -0.0020577 0.0073215 0.00435213 -0.00867305 -0.00426163
PT-BZ23 MAP39800111 -0.0086631 -0.00248951 -0.00134256 -0.00220054 0.00267615 0.0063445 0.0050468 0.0038173 0.00777962 0.000526632
PT-3PZC ROS20254164 0.00853876 0.000691438 -0.00121559 0.00193807 0.00516672 0.00303292 0.00448253 -0.00918853 0.00338371 0.00419898
PT-BYZ1 MAP80345114 -0.00444782 -0.00276363 -0.00174623 -0.000950886 -0.0014971 -0.00255683 0.000267014 0.00737525 0.00364463 0.00130586
PT-BYZR MAP85509528 0.0169156 -0.0039944 -0.00326878 0.00304768 0.00243165 0.00100673 0.00218096 0.00212686 -0.0061065 0.0174249
PT-C1ED ROS20935218 0.0161755 -0.00609726 -0.00320462 0.00288338 0.000937534 0.00105476 0.00188615 0.00163315 0.00442715 0.000541661
PT-BZMR MAP84858308 0.0183075 -0.00922138 -0.0013859 0.00257223 0.000235772 0.00227562 0.00752337 0.000469664 0.00264027 -0.00823835
PT-3PXQ ROS20946121 -0.000563291 0.000135744 0.0065174 0.00110243 0.00259229 -0.00430663 0.00416027 0.00176363 0.00395745 0.00936239
PT-BZ81 MAP89614402 -0.000336983 -0.000938954 -0.000937352 -0.00453202 0.00131948 0.00604459 0.00490764 0.00306879 0.00299448 -0.00520407
PT-C1E1 ROS21111718 0.00476241 0.00245868 0.000600296 -0.00142401 -0.00018364 0.00278042 -0.00403235 0.00791903 -0.00106347 -0.00307014
PT-BYKJ MAP87942151 0.0123774 -0.00406677 -0.00213636 -0.00350188 0.000143787 0.00131712 -0.00889073 -0.000216042 -0.00386016 -0.00736771
PT-BZRT MAP15376482 0.00177453 0.027863 -0.00102942 0.00415742 0.00365538 0.0109619 0.00338575 -0.0030477 -0.00504767 0.000745663
PT-3PZJ ROS20260734 -0.0105417 -0.00743972 -0.00303592 0.00148568 0.000246494 -0.000356418 0.000221233 0.00605678 -0.00331878 -0.00156101
PT-BZNI MAP13346850 0.0192262 -0.00872204 -0.00286674 0.00677898 -1.08188e-05 0.0017523 0.00366461 0.00203228 -0.0111416 0.00289661
PT-BZMF MAP64287431 0.000318424 -0.00137261 0.00237567 -0.00428814 -0.000191829 -0.00204068 0.00298581 0.0025839 0.00242561 0.00597948
PT-BZ29 MAP31824173 0.0199776 -0.00242653 -0.000259775 0.010014 0.00377952 0.00772563 0.000355349 0.00588657 -0.00280312 -0.0042387
PT-8X6Q ROS20297403 -0.00318449 0.00282059 0.00148925 -0.00817003 -0.00186121 0.00283235 0.0055224 0.00951241 -0.00551331 0.00679131
PT-8X7C ROS20921532 0.0148415 -0.00355644 -0.00316438 0.00495587 0.00283987 -0.00104665 -0.000999268 -0.0005087 -0.0112838 -0.00248509
PT-BZ2D MAP39393581 -0.00621638 -0.00508398 0.023857 0.012539 0.000213874 0.00217598 -0.00108201 -0.00156241 -0.00361241 0.00151459
PT-BYOW MAP38618915 0.00331715 -0.00028987 -0.000785328 -0.00195693 9.79022e-05 -0.00350021 -0.00395927 0.011883 -0.00115389 0.00760847
PT-BYKC MAP38113465 -0.00571519 0.00114442 -0.00116325 0.000618492 0.00424907 0.00245973 0.00439092 -0.00108028 -0.00236958 -0.00232898
PT-8X4A ROS20682204 0.0260017 -0.0145366 -0.00461764 0.00833123 0.00217676 0.00288989 -0.000137023 -0.00254373 -0.002685 -0.00109508
PT-8X7E ROS20964295 -0.00680508 -0.00481828 -0.00158787 0.00348544 -0.00133872 0.00326977 0.00276998 -0.00258832 -0.00360559 -0.0070166
PT-3MTJ ROS20732429 0.0122518 -0.00204994 -0.00377152 0.00147184 0.00352705 -0.00484028 0.00467185 0.00249429 -0.0041448 -0.00305505
PT-BZSY MAP31989791 -0.0097845 -0.00557485 -0.00510069 0.00965892 0.00187406 0.000140851 0.00438511 -0.00648874 0.00142256 -0.0111259
PT-BZ1Z MAP37865636 -0.00184853 0.00173582 0.00194193 -0.00628194 -0.00192689 -0.00449202 -0.00319438 0.00300454 0.000859417 -0.00550817
PT-3MS3 ROS20596265 0.0022832 0.000855475 -0.000428185 -0.00333497 0.00302264 0.00037157 0.00208122 0.00510154 0.00475868 -0.00643554
PT-8X82 ROS21123050 0.00738708 -8.22048e-05 0.0443052 0.0170547 -0.00229664 0.00127448 -0.00187783 0.0100383 0.00392974 0.000205143
PT-BZMO MAP39125441 -0.0123183 -0.00518134 -0.00283433 0.00838924 0.00362151 -0.00078226 -0.000981785 -0.00409197 0.000119156 0.00389676
PT-8X7W ROS20113418 -0.0098948 -0.00128951 -0.00184705 0.000592872 0.00589895 0.00180329 0.00182724 -0.000870003 -0.000263213 0.00152506
PT-BYUT MAP37280555 -0.0112368 -0.00513125 0.0328121 0.02189 -0.00171798 0.00340216 0.00299859 0.00208917 0.00288326 -0.000923553
PT-8X48 ROS20769648 -0.0103653 -0.00702885 -0.00433868 0.00831126 0.00527288 0.0013771 0.00676158 -0.000376345 0.00369983 0.00557755
PT-BYJV MAP33781047 -0.00806399 -0.000928284 -0.00200335 0.000431052 0.000885498 0.0007879 0.00473375 -0.0057106 0.00165244 0.00160653
PT-8X7G ROS20988167 0.000494878 0.00624715 -0.00146331 -0.00399662 0.00272071 0.00270985 0.000517591 0.00146146 -0.00774391 0.0019455
PT-8WU4 ROS20973890 0.0001277 0.00264641 -0.00319277 -0.00689294 0.00211135 0.00955166 0.000248649 -0.00476234 -0.00471262 0.0179041
PT-BYK6 MAP38056377 -0.0019961 -0.000510878 -0.00102432 -0.00452575 0.00189596 -0.00100019 -0.000102636 -0.00530207 -0.000891868 0.00237068
PT-BZMY MAP39282539 0.00772188 -0.00909785 0.00262383 -0.00673293 -6.54848e-05 -0.00937029 -0.000583172 -0.00173012 -0.00284798 -0.00470458
PT-8WTZ ROS20934889 0.0159654 -0.00468449 0.000792027 0.010639 -0.00035668 0.00416922 0.00393278 0.00763285 -0.00747512 0.00243144
PT-BZ1L MAP36128228 -0.0106353 -0.00358188 -0.00150739 0.00828998 0.00171812 -0.00648982 0.000801936 0.0016365 0.00404317 0.00813985
PT-BYTP MAP39680713 -0.00405319 -0.000696206 0.0278229 0.00373634 0.00011667 0.00204341 0.00584929 -0.000996165 9.96493e-05 -0.00132156
PT-BZ5R MAP32863530 -0.000534379 -0.00231712 0.00107368 -0.00725843 0.000604801 0.00098706 -0.00106451 0.00914776 -0.00126736 0.0103731
PT-BZ1B MAP34781079 0.0170841 -0.00513971 -0.00606224 0.00669001 0.000451934 -0.00121299 0.00120631 -0.00377278 0.00111088 0.00154814
PT-8X4D ROS21002074 0.0167783 0.00225085 -0.00318137 0.00530311 -0.000249449 -0.000233386 0.00700864 0.00536599 0.000619467 -0.00872227
PT-8X1U ROS20610140 0.0235699 -0.0174877 -0.00393866 0.0108858 0.00195176 -0.00414941 0.00217689 -0.00210495 0.00338704 -0.00100982
PT-8WWO ROS20268976 -0.00769665 -0.00536529 -0.00284847 0.00750843 0.00261095 -0.00164755 -0.00563669 0.00285517 0.00089178 0.00322549
PT-8X6M ROS11389397 -0.00355057 -0.0012023 -0.00106082 0.00208218 0.00257305 0.00139445 0.000152294 0.00664494 0.00251334 -0.00643073
PT-BZ1K MAP56751351 -0.00246295 -0.00086022 0.000892177 -0.00165642 0.0034441 -0.00912732 0.000647737 0.00480226 0.00173555 -0.00394556
PT-BZ1Q MAP63144733 0.00633245 0.00528592 -0.00351448 -0.00481785 0.000889214 -0.00081978 0.00409646 -0.00331959 0.00250499 0.00824465
PT-C1EM ROS21406920 -0.00424122 -0.00271861 -0.00180434 -0.00254667 0.00235464 -0.00221837 0.00120221 0.000470571 0.000347493 -0.0099446
PT-C1ES ROS18932470 0.00161612 0.0044196 0.00229909 -0.00298487 -5.42777e-05 0.00221619 0.00149473 0.00361415 0.00834916 -0.00179478
PT-BZRR MAP50502020 -0.00405105 -0.000906813 0.000315541 -0.0029072 0.00395402 -0.00226002 -0.00109513 0.000168685 -0.00363987 0.00559288
PT-BYVA MAP58677906 0.00116567 -0.00202627 -0.00203748 -0.0065988 -0.00167512 -0.00386593 0.00149592 -2.15842e-05 -0.000417475 -0.000230159
PT-C1FV ROS11605894 -0.00943413 -0.00634344 -0.00213209 0.00362313 0.00186746 0.000192822 0.00275072 0.00255221 0.00697097 -0.00566838
PT-BYUQ MAP57597479 -0.00584235 -0.00526623 -0.0025719 0.000768333 0.000719861 -0.00273806 -0.00401666 -0.000677237 0.00223984 -0.00575824
PT-8X9W ROS21408526 0.0160223 -0.00683898 -0.00344957 0.00202731 0.00216472 -0.0015302 -0.00503678 0.00233584 0.00775102 0.00641019
PT-C1EH ROS11455792 -0.00768486 -0.00403347 -0.00136728 0.00286762 0.00287147 -0.00100938 -0.00266623 0.00381962 0.00324871 0.00601772
PT-BZN5 MAP59306274 -0.000801832 0.0016232 -0.00384419 -0.000861819 0.00335407 -0.00528649 0.00426591 0.00200024 -0.00724393 0.00460097
PT-C1DZ ROS11699350 -0.00206772 0.00425837 0.000746826 -0.00407042 -0.0021388 0.00455042 0.00132758 0.00174 0.00886539 0.0081207
PT-BZM5 MAP55177253 -0.0021223 -5.53471e-06 0.00127532 -0.00408038 0.00196227 -0.000218802 0.00206995 0.00219014 0.0111173 -0.00142108
PT-C1MB ROS15111013 -0.00600685 0.00162405 -0.00411896 0.00093695 0.00424087 -2.56408e-05 -0.00358681 0.00980242 0.00559969 -0.000410481
PT-C1F1 ROS11436875 -0.00866183 -0.00448842 0.0014909 0.00877442 0.00325995 -0.000540646 0.00339816 0.00601994 -0.00883712 0.00764687
PT-BZNN MAP51442191 -0.00305753 0.0130702 -0.00495416 0.00325251 0.00259057 0.00623035 0.0021759 -0.00340862 -1.47154e-05 0.00453335
PT-BYUF MAP58306828 -0.00042543 0.0166538 0.000500925 0.00155488 0.00620949 0.00530029 -0.00348604 -0.00822685 0.00560512 0.0026105
PT-BYK8 MAP59618707 0.00450269 0.00546271 -0.00267195 0.00202395 0.00154197 -0.00258189 -0.00504926 -0.00361947 0.00330243 0.00113361
PT-C1H5 ROS21408652 -0.00908434 -0.00418417 -0.00285288 0.00544596 0.00179053 -0.000139919 0.00136171 -0.00622984 -0.00241962 -0.00611856
PT-C1FC ROS11661126 -0.010563 -0.00700293 -0.00501991 0.00881769 0.00395939 0.000253029 0.00043973 0.00235153 -0.00460392 -0.000834512
PT-BZT7 MAP61389630 0.00154383 -0.00559604 -0.00287919 -0.0134729 -0.00264189 -0.0115293 0.00143989 -0.00265474 -0.00151664 0.00557923
PT-8X8K ROS11466605 -0.00979546 -0.00690751 -0.00105624 0.00653923 0.00287579 -0.00508387 0.0025447 0.00036413 -0.00446683 -0.000257407
PT-BZZ9 ROS14817724 -0.00146284 0.00403755 0.00285641 -0.00625443 0.0012102 0.00268583 0.00369617 0.00394484 0.0048228 -0.00511262
PT-C1FF ROS15470309 -0.00134242 0.00727558 0.00263723 -0.00464159 0.000446421 0.0028652 -0.0031645 -0.00334494 0.000987791 0.0028969
PT-BZ1N MAP55932428 0.00174834 0.00941222 -0.00108973 -0.00530054 0.00192338 0.00445624 -0.00118 -0.00455402 -0.00670646 -0.00434598
PT-C1GZ ROS16718942 -0.000299182 0.0060797 -0.000914647 -0.00756286 0.00230959 0.00595453 0.00721822 -0.00647544 -5.78328e-05 -0.00376264
PT-8X7V ROS20120679 -0.0106554 -0.00430653 -0.00270127 0.00938847 0.00280757 0.00137208 0.0072017 -0.00560945 -0.00357011 0.00154702
PT-BY8C MAP55296057 -0.00764215 -0.00122681 -3.5254e-05 0.00293892 0.00507221 -0.00238055 -0.000691251 0.00107309 0.00443611 -0.0050205
PT-BZ6P MAP61579172 0.00945393 0.00569827 0.000983722 0.002163 -0.000202593 0.00411495 -0.000788203 -0.0112054 -0.00598715 0.000561666
PT-BZSB MAP51129205 0.00985895 -0.000127637 -0.00144621 -0.00106272 0.00137874 0.00191029 0.00319282 -0.00178561 -0.00329759 -0.00368538
PT-C1EF ROS11669232 0.00332176 0.0287507 -0.00508777 0.00413735 0.00436014 0.0105232 0.0109922 0.0015224 0.000425844 0.00994811
PT-BZN3 MAP58501637 0.0204745 -0.0057852 -0.00830073 0.00917989 0.00236123 -0.00422583 0.00625481 -0.0137445 0.000721584 -0.00472111
PT-C1HE ROS11659334 -0.00507989 -0.00339373 -0.00256196 0.00469539 0.00350453 0.00753086 -0.00200373 0.00131746 0.00335079 -0.0048714
PT-BYQL MAP52178858 0.00168578 0.00180697 0.000328749 -0.00651051 0.00356211 -0.00340655 -0.000273853 0.00258967 -0.00617568 0.00955994
PT-BZLO MAP51650969 0.00248374 -0.00024769 -0.00154229 -0.00653211 0.00102494 0.00419089 0.00922334 -0.00735343 -0.00184684 0.00105431
PT-8WUF ROS21108911 -0.00302842 0.00391881 -0.0017718 -0.00304442 -0.00138538 0.00331905 0.00210795 0.00367533 -0.00207527 -0.000203339
PT-8X7I ROS20947550 -0.00441536 -0.00040062 0.00189282 0.00212724 0.00233199 0.00107428 -0.00248656 0.022707 -0.00862365 0.0124775
PT-C1FK ROS21404450 0.00821409 -0.00175934 -0.00105879 -0.00360246 0.00109029 0.00404666 0.00385762 0.0119499 -0.00137229 0.00538313
PT-BYQ7 MAP36773029 -0.00490642 -0.001172 0.000674426 -0.00313272 -4.06886e-05 0.00329512 0.00868803 0.00175448 -0.000863809 -0.00764883
PT-BZ7N MAP36087310 -0.00174376 0.00857577 -0.00230118 -0.00490511 0.00349512 -0.00226746 0.00343452 0.00851695 0.00998883 -0.00473598
PT-BZSE MAP37527863 0.000892313 0.00230322 0.00215941 -0.00613321 -0.00258634 -0.00650676 0.00477999 -0.000676918 0.00729813 -0.000276521
PT-3MS5 ROS20551582 -0.00193662 0.00884631 -0.00317942 -0.000497504 0.00205599 -0.000314866 0.00477265 -0.000978017 0.00538179 0.00275643
PT-BZMG MAP37251992 0.00119484 -0.00159473 -0.00111291 -0.00373602 -0.00107424 -0.00250004 0.0041201 0.00209662 0.00234889 0.00523498
PT-BYQN MAP35847634 0.0161127 -0.00796857 -0.000751776 0.00182075 -0.000840015 0.00103371 0.00603696 -0.00499048 -0.00476523 -0.00252901
PT-3PY5 ROS20741150 0.00108075 0.00059193 0.00271473 -0.00695803 -0.00282961 0.000615828 -0.0121128 0.00749463 0.00390375 0.00236975
PT-8X7K ROS20936061 -0.00587342 -0.00505103 -0.00222309 -0.000140934 0.000680785 -0.00377853 0.00166967 0.00647136 0.00411796 0.00317965
PT-BYW5 MAP39541825 -0.00300885 -0.00094945 0.00263597 -0.0102455 -0.00153798 -0.0025479 0.00648067 -0.0020269 0.00513791 -0.000167362
PT-BYKW MAP37439930 0.00301019 -0.00675072 0.00462651 -0.0105064 -0.000384443 -0.00280287 -0.00372768 -0.000224257 -0.00640252 0.0114369
PT-C1FH ROS21406768 0.0182612 -0.00916301 -0.00365061 0.00573604 0.00248899 -0.00121041 -0.003193 -0.00330896 0.00384687 0.0101339
PT-BY7Z MAP35079112 -0.000761262 0.000623221 0.00267522 -0.00687895 0.00284493 0.00147875 -0.00264875 -0.00110782 0.00154502 0.00690599
PT-8X3H ROS21404748 -0.0057741 -0.000562636 0.03402 0.0139222 -0.00319651 0.000999807 -0.00188893 -0.00440045 -0.00228349 0.00223932
PT-BYUM MAP33118460 0.00886456 -0.00247894 -0.00335527 0.00527659 0.00494633 -0.00535914 0.00736299 -0.000332756 -0.000719315 -2.43452e-05
PT-8WWD ROS21123636 -0.00873496 -0.00586449 -0.00526494 0.00148161 0.00334085 -0.00243023 -0.00368167 -0.000690275 0.00675338 0.000214032
PT-8X7F ROS20997924 -0.000454518 0.00178028 -0.00232988 -0.0119372 0.00308472 0.00343497 -0.00438325 -0.00281917 0.0082972 -0.00592881
PT-3MSR ROS21000054 -0.00478513 0.00291511 -6.13539e-05 -0.000391192 -0.00056239 0.0043411 -0.000896073 -0.00174903 0.00349698 0.0011829
PT-BYJ2 MAP32244817 -0.00485468 0.00194517 -0.0027061 -0.00386882 0.0030474 0.00228278 0.0067093 -0.00274023 -0.000853996 -0.00340483
PT-BYOG MAP36751041 0.000386414 0.00234282 0.00340258 -0.00556105 0.000453856 -0.00414451 0.00214825 -0.00776125 -0.0107441 0.00350544
PT-3PXJ ROS20923002 0.0149192 -0.00534849 -0.00496872 0.00184334 0.000878222 -0.00741143 0.00481713 0.00786202 0.00504409 0.00343847
PT-8WTW ROS20925996 -0.00194431 0.00631651 0.00440937 -0.00304209 -0.000945527 0.0114986 -0.00154541 0.00603282 0.00175576 0.0059656
PT-8WU3 ROS20954847 7.8561e-05 0.000702962 0.00744762 -0.00985388 0.000153854 -0.00398553 -0.00248157 -0.00708498 0.0036941 -0.00284737
PT-8WTY ROS20927880 0.00374521 0.00723211 0.0173437 0.00690291 -0.00113319 0.00463267 0.00675394 -0.00928949 0.00619102 -0.000598099
PT-BYZE MAP36951779 -0.00256601 0.0027605 -0.000726305 -0.00350829 0.00344645 0.00385918 -0.00370981 0.00437543 0.00111529 0.00157869
PT-8WWF ROS20986435 -0.00144494 0.00476693 -0.000960063 -0.00411728 -0.000285915 -0.00147177 0.000406691 -0.00223587 -0.00311568 -0.00184233
PT-BY9P MAP39484737 -0.0031156 0.00136738 -0.00216127 -0.00251116 0.000311144 0.000310219 0.000675858 0.00590473 -0.00465812 -0.00213396
PT-BZ2C MAP37190440 0.000688151 0.00159105 4.71623e-05 -0.0104837 -0.000278629 -0.0106942 -0.000611048 -6.59839e-05 -0.0026902 -0.00439604
PT-8X46 ROS20892128 0.0158264 -0.0103465 0.0107792 0.0115565 -0.00347392 0.00854077 -0.00227884 -0.00341988 0.00691765 -0.00404395
PT-3MTH ROS20779708 -0.00950942 -0.0045798 -0.0050674 0.00771954 0.00108114 -0.00211492 0.00275473 -0.000615466 -0.000603461 -0.00342016
PT-BY9B MAP32705437 -0.00487885 -0.00154418 -0.00142699 -0.00518873 -0.00162062 -0.00300163 0.00319339 -0.00811458 -0.0050729 -0.00499523
PT-BZ6X MAP36997205 0.0187262 -0.00767469 -0.0053123 0.00423433 0.00131911 -0.00089219 -0.00323373 -0.00520641 0.00391845 -0.000613702
PT-BZM6 MAP36953249 0.00532453 0.00381912 -0.00151054 -0.00242502 0.00370622 0.0102426 0.00217732 -0.00172477 -0.00236807 0.00399482
PT-BZRJ MAP31914288 -0.00391759 0.00140049 -0.0018786 -0.0027581 0.00234161 0.00379806 -0.00202079 0.00577549 -0.00635506 0.000452707
PT-8WUE ROS21104395 -0.00974291 -0.00297462 -0.00524955 0.0113593 0.00417979 -0.00494399 0.000385854 -0.000846113 -0.00956491 0.000867529
PT-8WTR ROS20634274 0.0216775 -0.0136698 -0.00659519 0.00663002 0.00121225 -0.00287975 -0.00377569 -0.000206787 0.00377866 -0.00025493
PT-8WZD ROS21145740 -0.00243245 -0.00109283 -0.000597961 -0.00427709 0.00423939 0.00270723 0.000985917 0.00285712 -0.00831271 0.000396395
PT-C1FG ROS20153858 -0.0060764 -0.00434384 -0.0030833 0.000919434 0.00346367 -0.00274881 0.00207693 -0.00387187 0.0010541 0.00196157
PT-C1FT ROS20110221 -0.00519009 -0.00448322 0.00113509 -0.0014692 0.00313961 -0.00510739 0.00214917 -0.00911728 0.000500227 -0.00631536
PT-BYJW MAP57978468 -0.00177882 0.00136107 -0.00237948 0.0015544 0.00177746 0.0017386 0.000277784 -0.00592101 -0.0054872 -0.0140059
PT-3MRQ ROS15108504 -0.00972907 -0.00436798 -0.00342804 0.00796077 0.00216567 -0.00069512 0.00130609 0.0026506 -0.000239609 0.00166396
PT-8X1L ROS15778868 0.0137963 -0.000210444 -0.000591987 -0.000645725 0.00460408 -0.000512053 -0.000301937 -0.00311765 0.00585099 0.00986005
PT-BZTE MAP53533437 0.000507412 -0.00284243 0.00339057 -0.00719676 -0.000556187 -0.00615024 0.00378183 -0.00453911 0.00889665 -0.00762087
PT-C1MC ROS15166270 -0.0140398 -0.00509908 -0.0010021 0.00742282 0.00239375 0.00529381 0.00113853 -0.0164892 0.00850798 0.000272869
PT-BYPM MAP51400993 0.0171604 -0.00681495 -0.000294665 0.00376408 0.00223839 -0.000405936 0.00173031 0.0101544 -0.00800343 -0.000723797
PT-BZZB ROS15780948 0.0112309 -0.00262318 0.0197872 0.00864186 0.00390584 0.00455467 -0.00296302 -0.00568653 -0.00313441 -0.00949309
PT-C1EW ROS11656273 -0.00582853 0.000816779 -0.00388879 0.000198974 0.00118676 0.00371687 0.00259549 -0.000893549 -5.27734e-05 -0.0026538
PT-BZ1X MAP60922329 -0.00373517 0.00206523 0.00170197 -0.00133711 0.00105488 0.002205 0.000908847 -0.00136189 -0.000806503 0.00926744
PT-BYKL MAP55820335 0.000815183 -0.00111344 0.000293144 -0.00708149 -0.000917114 0.00129188 -0.0073739 -0.0109886 -0.00832396 0.000125825
PT-BZN7 MAP58199939 -0.000907175 0.00346296 0.0122084 -0.000394095 0.00142363 -0.00145216 -0.00723973 -0.00597303 0.00665217 -0.00903085
PT-C1H8 ROS11630679 -0.000200331 0.00199714 -0.000614757 -0.00633259 -0.00419203 0.000217688 0.000927341 -0.000936037 -0.00287183 -0.00775988
PT-C1FL ROS15436055 -0.0114823 -0.00683775 -0.00327916 0.00638191 0.00264707 -0.000557529 -0.00388544 0.0028757 -0.00491117 0.00508528
PT-BZ64 MAP60961592 0.00081693 -0.00129021 0.00207398 -0.00513855 0.00128005 -0.00260724 0.00301714 -0.00147845 0.000372645 0.00601641
PT-C1EX ROS11444591 -0.00573385 -0.00147084 -0.00208673 0.00307451 0.00340207 0.00534574 -0.00116154 0.00339602 0.0040145 0.00436599
PT-8XA1 ROS11649850 0.00233652 0.00377799 0.00273031 0.000599858 -0.00196085 0.00463033 0.00429335 -0.00285375 -0.00220498 -0.00220559
PT-8WZT ROS11392518 -0.00174453 0.00267967 0.00209064 -9.97305e-05 0.00219403 -0.00598433 -0.000645499 -0.00117679 0.00360732 1.17264e-05
PT-BY93 MAP59150662 -0.00693261 -0.00135107 -0.00147708 -1.32588e-05 0.00183113 0.000993583 -0.000828036 -0.00883307 0.00636599 -0.00645771
PT-BZT2 MAP53200779 0.00576136 -0.00218709 -0.00397016 -0.00171524 -0.00179524 -0.000102802 -0.0021258 0.00280417 -0.00773145 -0.00133698
PT-C1G7 ROS11434729 -0.00793883 -0.00663264 0.00486779 0.00863728 0.00391146 0.00127032 -0.00227515 -0.00568705 0.00934275 -0.00560919
PT-8X8A ROS15857934 0.000257116 0.00512154 -0.000582464 -0.0082212 0.00470362 0.00461074 -0.00561661 -0.0117375 -0.00320524 0.0112643
PT-8X9N ROS20131870 -0.00972553 -0.0057317 0.0181473 0.0104672 -0.00297986 -0.00053834 -0.0031001 -0.00258719 0.00649091 0.00268551
PT-BZRD MAP59756266 -0.000195734 0.00563124 -2.67283e-05 -0.00475613 0.00373192 -0.00127369 -0.00318865 0.00224353 -0.000350283 0.0067162
PT-3MRP ROS15178486 -0.0106266 -0.00788358 -0.00323584 0.00577746 0.00391626 0.00316318 0.000286105 -0.00520317 0.00488701 5.45959e-05
PT-C14H ROS21407935 0.0102166 0.00278992 -0.00471401 0.00511966 0.00242673 0.00694975 0.00428234 -0.00875905 -0.0107899 -0.00474928
PT-8X1M ROS15763627 0.000986094 0.00693444 -0.000819029 -0.00458872 -0.00236092 -0.00286715 -0.00460354 -0.0105786 -0.000568373 -0.0037579
