FID IID C1 C2 C3 C4 C5 C6 C7 C8 C9 C10
KronosII_P05_6.0_D10_MAP50410283.CEL MAP50410283 -0.000780248 -0.00142182 -0.000284753 -0.00792076 -0.00592354 0.000393323 -0.00142332 -0.00634299 0.00874783 -0.00539906
KronosII_P05_6.0_D11_MAP87779516.CEL MAP87779516 -0.00703885 -0.00269412 -0.00474544 0.00532637 0.00142699 0.000920042 -0.00456061 0.00801144 -0.00359008 0.00790181
KronosII_P05_6.0_D12_MAP61029627.CEL MAP61029627 0.0024249 -0.00358634 0.000147201 -0.00518811 0.000990158 0.000946193 -0.000950854 -0.00346887 -0.00136847 0.00183364
KronosII_P05_6.0_E01_MAP53389845.CEL MAP53389845 -0.00954497 -0.00490973 -0.00283373 0.00663458 0.00554753 0.000875248 -0.00332689 -0.00868496 0.00475271 0.00359126
KronosII_P05_6.0_E02_MAP50400709.CEL MAP50400709 0.00594507 0.00376195 -0.00302176 -0.0020376 -0.000411616 -0.00171602 0.00691333 -0.0010973 0.00558278 -0.0101737
KronosII_P05_6.0_E03_MAP50301413.CEL MAP50301413 -0.00205718 0.0011983 -0.00173433 -0.00379117 0.00470513 0.000128073 -0.00323971 -0.00460403 -0.00440352 -0.00812945
KronosII_P05_6.0_E04_MAP50301387.CEL MAP50301387 0.00410264 -0.00572894 0.000483175 -0.0104359 -0.000514926 0.00184963 -0.00289381 -0.0102714 -0.00817611 0.000137809
KronosII_P05_6.0_E06_MAP50108886.CEL MAP50108886 -0.00294697 -0.00125076 0.00188145 -0.00384475 -0.00101732 0.00328837 0.00576754 0.00114207 0.0117007 -0.00148048
KronosII_P05_6.0_E08_MAP03713990.CEL MAP03713990 -0.000670165 -0.000453559 0.000183336 -0.00594356 -0.000781497 0.000639328 0.0063123 0.00386333 -0.00052946 0.00114755
KronosII_P05_6.0_E10_MAP82317494.CEL MAP82317494 -0.00235571 0.00048574 -0.00129122 -0.00954248 0.00272244 -0.00215158 -0.00157594 0.00941658 -0.00691387 -0.00068768
KronosII_P05_6.0_E11_MAP04879843.CEL MAP04879843 -0.00252527 0.000387489 -0.00066854 -0.00322607 0.00154487 0.00219209 -0.00254947 0.00322654 -0.00251366 -0.00682245
KronosII_P05_6.0_E12_MAP65001607.CEL MAP65001607 -0.00482099 -0.00154346 -0.00234776 -0.00227793 -8.51854e-05 -0.000266994 -0.00087248 0.00367602 0.00342823 0.000874478
KronosII_P05_6.0_F01_MAP50109189.CEL MAP50109189 0.00757339 0.00353579 -0.00300119 0.00219332 0.00297895 0.00221071 -0.00674103 -0.00313128 0.00666385 0.00347351
KronosII_P05_6.0_F02_MAP37178462.CEL MAP37178462 0.000650152 -0.00380839 0.0026532 -0.00891136 -0.0023464 -0.00764309 -0.00675466 0.00208259 -0.0120132 0.00858725
KronosII_P05_6.0_F04_MAP17929065.CEL MAP17929065 0.00187505 0.0321419 -0.00296392 0.00329638 0.000521993 0.0121024 0.00169495 -0.00806837 -0.0112026 0.00203615
KronosII_P05_6.0_F05_MAP76008327.CEL MAP76008327 0.0144501 0.000389909 -0.00497825 0.00430154 0.00212222 0.00382787 -0.00626042 0.00820339 -0.00253343 -0.00803272
KronosII_P05_6.0_F06_MAP37452211.CEL MAP37452211 -0.00312287 -0.00117437 0.000682679 -0.00737111 -0.000295309 -0.00558987 0.000646779 0.00167143 0.00568558 -0.00457271
KronosII_P05_6.0_F07_MAP25580771.CEL MAP25580771 0.00191019 -0.000460833 -0.0026898 -0.00359872 0.000425641 0.00418797 -0.000283831 -0.00890355 -0.007652 -0.00383874
KronosII_P05_6.0_F08_MAP46369736.CEL MAP46369736 0.0155602 -0.00779976 -0.00419098 0.00289118 0.00109669 0.00234091 -0.00312743 -0.00171777 -0.000347272 -0.0065155
KronosII_P05_6.0_F09_MAP64216968.CEL MAP64216968 -0.00783921 -0.00357083 -0.00409082 0.00305039 0.00393923 0.00245041 0.000546645 -0.00151196 0.012119 0.000699446
KronosII_P05_6.0_F10_MAP92629514.CEL MAP92629514 0.000802365 -0.00743284 0.00115548 -0.010824 0.00208545 -0.00557691 0.00408517 -0.0138496 -0.00605405 -0.00659313
KronosII_P05_6.0_F11_MAP50402017.CEL MAP50402017 0.00151678 0.00173946 0.00229666 -0.00628235 0.00028481 0.00170488 -0.000697907 -0.00336719 -0.00643439 -0.00313829
KronosII_P05_6.0_F12_MAP60848460.CEL MAP60848460 -0.00380826 -0.000362493 0.00103402 -0.00257929 -0.000187977 0.00391164 -0.00192613 0.000332173 0.00281833 -0.0014686
KronosII_P05_6.0_G01_MAP50300084.CEL MAP50300084 0.00129217 -0.00797046 0.00112264 -0.00967637 0.000866487 -0.00660504 0.00146812 -0.00682747 0.000423803 0.0017009
KronosII_P05_6.0_G02_MAP92996364.CEL MAP92996364 -0.00423704 0.00125088 0.000180584 -0.00294077 0.00196187 -0.000258809 -0.00308654 -0.00271181 -0.0087501 0.00267022
KronosII_P05_6.0_G03_MAP01243685.CEL MAP01243685 -0.00978484 -0.00501845 -0.00312585 0.00313378 0.00160794 -0.000501887 0.00174058 -0.00469749 -0.00176398 -0.00482767
KronosII_P05_6.0_G04_MAP26498416.CEL MAP26498416 0.0100938 -0.0100159 0.000473149 -0.00351087 -0.00442545 -0.0117639 -0.0053266 -0.00999475 -0.000117389 0.000949943
KronosII_P05_6.0_G05_MAP70625336.CEL MAP70625336 -0.0035643 0.00123215 0.00128055 -0.0020715 0.000496585 -0.000829 0.00450135 0.00888762 -0.00195549 0.00131422
KronosII_P05_6.0_G06_MAP72650337.CEL MAP72650337 -0.0018909 -0.000985813 0.000415377 -0.0029776 0.000741521 0.000436439 0.00154585 0.00578459 0.00123355 -0.00254356
KronosII_P05_6.0_G07_MAP80187972.CEL MAP80187972 -0.00279343 -0.00511798 0.0010373 -0.00684494 0.00191701 -0.00409609 -0.00260706 0.00148056 0.00569345 -0.00298174
KronosII_P05_6.0_G08_MAP81852640.CEL MAP81852640 -0.0095579 -0.00100114 -0.00600876 0.00796602 0.00360985 0.00310743 -0.00434924 -0.00206025 0.010058 -0.0032856
KronosII_P05_6.0_G09_MAP53772202.CEL MAP53772202 -0.00558671 -0.00123775 0.0026626 -0.00152329 0.00187268 0.00274708 -0.000602276 -0.0044955 -0.00137515 -0.00372647
KronosII_P05_6.0_G10_MAP09841821.CEL MAP09841821 0.00404607 -0.00650883 0.00287205 -0.0119029 -6.67684e-05 -0.00797997 0.00244461 -0.00860931 0.00898773 -0.00383604
KronosII_P05_6.0_G11_MAP00482428.CEL MAP00482428 -0.00567782 -0.00104746 -0.00124367 -0.00291696 0.00174883 -0.00198372 0.00190301 0.00385314 -0.000227726 0.00731303
KronosII_P05_6.0_G12_MAP64493027.CEL MAP64493027 -0.00132785 0.0206121 -0.00632928 0.00146213 0.005924 0.00772301 0.000832566 0.000483838 -0.00039475 0.000214162
KronosII_P05_6.0_H01_MAP93787649.CEL MAP93787649 -0.00032808 -0.00180391 0.00182036 -0.00817872 -0.0032515 -0.00249145 -0.00178445 -0.00489542 -0.00237763 -0.00177065
KronosII_P05_6.0_H03_MAP71727427.CEL MAP71727427 -0.00564602 -0.00287972 -0.00277341 -0.000110135 0.000424835 0.00459362 0.00243822 0.00759202 -0.0102354 -0.00643976
KronosII_P05_6.0_H04_MAP50107907.CEL MAP50107907 0.00170167 -0.00596809 0.00245487 -0.00962324 0.00161994 -0.00375127 -0.00467411 0.000168947 -0.00315642 -0.00456666
KronosII_P05_6.0_H05_MAP41773404.CEL MAP41773404 0.0227082 -0.0139161 -0.0029074 0.00498981 0.00233196 0.000245955 -0.00231287 -0.000500943 0.00087108 -0.00252098
KronosII_P05_6.0_H06_MAP68015667.CEL MAP68015667 0.000832876 -0.00128276 -0.000373281 -0.00670176 0.00132129 0.00171479 -0.00814899 0.00223571 0.00403164 0.00545269
KronosII_P05_6.0_H08_MAP98953007.CEL MAP98953007 0.00331535 -0.00661122 0.00138114 -0.0103324 -0.000666794 -0.00136233 -0.00272605 -0.0040865 0.00477465 0.00757224
KronosII_P05_6.0_H09_MAP50402431.CEL MAP50402431 0.00434215 0.00469596 -0.000885145 -0.00368568 0.00413842 0.000690553 0.00278592 0.00630499 0.0023194 -0.00433032
KronosII_P05_6.0_H10_MAP50106316.CEL MAP50106316 0.00821032 -0.00397059 -1.2603e-06 -0.00365555 -9.84186e-05 -0.00405625 0.00103387 0.00262553 0.00439921 -0.000295081
KronosII_P06_6.0_A01_ROS21180423.CEL ROS21180423 -0.00997564 -0.0077181 -0.00312488 0.00644015 0.00232041 -0.00318009 0.00150259 -0.00155056 0.0012302 0.00438774
KronosII_P06_6.0_A03_ROS20280666.CEL ROS20280666 -0.00898509 -0.00303255 -0.00458874 0.0071699 0.00090145 -0.00257634 -0.000968028 -0.000340079 0.00593357 -0.00406842
KronosII_P06_6.0_A04_ROS20239863.CEL ROS20239863 -0.000762455 0.00506981 -0.00163886 -0.00360416 0.000828966 0.00169212 -0.00388613 0.000603231 0.00557737 -0.00264709
KronosII_P06_6.0_A05_ROS20965598.CEL ROS20965598 -0.0106337 -0.00530823 -0.00210536 0.00146997 0.00334544 -0.000168246 -0.010309 0.00807708 -0.00543076 0.00569751
KronosII_P06_6.0_A07_ROS20260284.CEL ROS20260284 -0.00232199 0.00210098 0.00023772 -7.67378e-05 0.000519506 -0.00129519 0.00443403 -0.012016 0.00153633 0.00532721
KronosII_P06_6.0_A10_ROS20178159.CEL ROS20178159 -0.0113318 -0.00383238 0.0144382 0.0145778 0.00620845 -0.00250014 0.00511195 -0.000693403 0.00190437 0.00103882
KronosII_P06_6.0_A12_ROS20905352.CEL ROS20905352 0.000887276 0.00529242 0.00102612 -0.0044698 0.00077123 0.00479817 -0.000668102 0.00114491 -0.000399674 -0.00116066
KronosII_P06_6.0_B01_ROS10516762.CEL ROS10516762 -0.00338019 -0.000689882 -0.00204718 0.0034056 0.00230134 -0.00094057 -0.00266019 0.00354136 0.00514084 -0.00229885
KronosII_P06_6.0_B02_ROS10345561.CEL ROS10345561 0.0125551 0.00170584 -0.00526463 0.00557078 0.00185262 -0.00188061 -0.0113513 -0.0001332 -0.00692443 -0.00203556
KronosII_P06_6.0_B03_ROS20372539.CEL ROS20372539 -0.00408655 -0.0038016 -0.00260489 8.8725e-05 -0.0025677 -0.0051881 0.00243158 0.00787664 0.00080332 -0.0108523
KronosII_P06_6.0_B04_ROS21001069.CEL ROS21001069 0.00928904 -0.00148952 -0.00192211 -0.000919164 0.0011126 0.00235845 0.00278866 0.00391281 -0.00248919 0.00686144
KronosII_P06_6.0_B05_ROS21155774.CEL ROS21155774 -0.00796681 -0.00403843 -0.00374616 0.00413467 0.00422583 -0.00471086 0.00750896 0.00497227 0.00318075 0.00743693
KronosII_P06_6.0_B06_ROS20170917.CEL ROS20170917 -0.00638286 -0.00153731 0.000511574 0.00147042 0.00169597 0.00451541 -0.00859475 -0.0074039 0.00341059 0.00290967
KronosII_P06_6.0_B09_ROS21114031.CEL ROS21114031 -0.00730759 -0.00115674 -0.00119408 0.00147523 0.00411134 -0.00496916 0.00401333 0.000879192 -0.00420624 0.00735021
KronosII_P06_6.0_B10_ROS20223455.CEL ROS20223455 -0.0109344 -0.00329172 -0.00316862 0.00464638 0.00233763 -0.000243381 -0.00291625 0.00316046 -0.006273 -0.0050178
KronosII_P06_6.0_B11_ROS20264936.CEL ROS20264936 -0.0062511 -0.000383542 -0.00126514 0.00254856 0.00293276 0.0024471 0.00199408 -0.00331481 -0.00101192 -0.00711315
KronosII_P06_6.0_B12_ROS20254902.CEL ROS20254902 -0.0124944 -0.0050508 -0.00157067 0.00785227 0.00534852 0.00217677 -0.00232086 0.00086909 -0.00247407 -0.0111136
KronosII_P06_6.0_C02_ROS10494519.CEL ROS10494519 -0.00145447 0.00549159 0.00290143 -0.00343153 -0.000101528 -0.00286727 0.00301925 -0.000793771 -0.00405222 7.55294e-05
KronosII_P06_6.0_C07_ROS10383017.CEL ROS10383017 0.0100225 -0.00431323 -0.00136815 0.00234581 -0.0010412 0.00639113 -0.00314929 -0.00155177 0.00318308 0.00124164
KronosII_P06_6.0_C08_ROS20951100.CEL ROS20951100 -0.00118715 0.00172251 -0.00037696 -0.00492515 0.000341863 0.00192198 -0.00604143 7.0528e-05 -0.0045819 0.00249395
KronosII_P06_6.0_C09_ROS20312979.CEL ROS20312979 -0.00437248 -0.000132862 -0.00177099 0.0030619 0.00017192 0.000490204 0.00577561 0.0127354 -0.00116296 -0.00226733
KronosII_P06_6.0_C11_ROS10495100.CEL ROS10495100 0.0165804 -0.00342261 -0.00567388 0.00525657 0.00324745 0.00542094 0.00214814 -0.0035578 0.000723134 -0.000328167
KronosII_P06_6.0_C12_ROS10359111.CEL ROS10359111 0.0145055 -0.0033491 -0.00489757 0.00469647 0.00264469 -0.00316572 0.00373162 0.00173072 -0.000658364 -0.00414666
KronosII_P06_6.0_D02_ROS21183160.CEL ROS21183160 0.00319454 0.0046043 0.000513042 -0.00561331 -0.00285078 0.00150764 0.000932745 0.00106937 -0.00825938 2.90191e-05
KronosII_P06_6.0_D03_ROS11216503.CEL ROS11216503 -0.00116016 0.00221399 0.00273135 -0.00273127 0.00474648 0.00226917 0.0082021 0.00428819 -0.00185043 -0.00172693
KronosII_P06_6.0_D04_ROS20917694.CEL ROS20917694 -0.0043584 0.00266638 -0.00198135 0.00188711 6.04109e-05 0.0047394 0.000802243 -0.00206796 0.0121069 0.0101225
KronosII_P06_6.0_D05_ROS10442413.CEL ROS10442413 -0.0104025 -0.00514567 -0.00102239 0.00484283 0.00141726 -0.00273645 -5.72795e-05 -0.0115271 0.00884503 0.00562456
KronosII_P06_6.0_D06_ROS20261037.CEL ROS20261037 -0.00996748 -0.00674103 -4.34728e-05 0.00659983 0.0030363 0.00358675 0.00280029 -0.0073417 0.0101268 -0.00136502
KronosII_P06_6.0_D07_ROS15148520.CEL ROS15148520 0.00102628 0.00674099 -0.00101709 -0.00308969 0.00497325 -0.00164319 -0.00420095 -0.00259482 0.00519497 0.00537041
KronosII_P06_6.0_D08_ROS20178447.CEL ROS20178447 -0.010513 -0.00513111 -0.00498576 0.00456441 0.00436613 -0.00267671 0.00210475 0.00996365 0.00857602 -0.00216696
KronosII_P06_6.0_D09_ROS15143863.CEL ROS15143863 -0.0104204 -0.00501718 -0.00561412 0.00872797 0.00244392 -0.00169315 -0.000843848 0.00255837 0.00775069 -0.0116298
KronosII_P06_6.0_D11_ROS20344143.CEL ROS20344143 -0.00271392 0.00537658 -0.000733967 0.000359553 0.000994494 0.000771646 0.00475099 -0.00423914 0.00164225 0.000231722
KronosII_P06_6.0_D12_ROS11632851.CEL ROS11632851 0.00145491 0.019195 -0.0052057 0.00323445 0.00248057 0.0113062 0.00457316 -0.00321173 -0.00442195 -0.00199337
KronosII_P06_6.0_E03_ROS20557542.CEL ROS20557542 0.0149603 -0.00196812 -0.00512211 0.00274802 -0.00021033 0.00585697 -0.00279791 -0.000178433 -0.0094523 0.00282193
KronosII_P06_6.0_E05_ROS10462057.CEL ROS10462057 0.0111563 -0.00112506 -0.00213214 0.00622757 -0.0027877 0.00329066 -0.00791068 0.0020905 -0.00663292 0.0029285
KronosII_P06_6.0_E06_ROS20643329.CEL ROS20643329 0.017827 -0.0128569 -0.00367667 0.00661767 0.000706967 -0.00844785 -8.37589e-05 -0.00952643 -0.00398563 0.00141104
KronosII_P06_6.0_E07_ROS11313031.CEL ROS11313031 -0.0108859 -0.00794166 -0.00238521 0.00883547 0.00644946 0.00351957 -0.00286864 -0.00370836 7.43563e-05 0.00196137
KronosII_P06_6.0_E08_ROS20954261.CEL ROS20954261 -0.00276709 0.00394851 -0.00158456 -0.00597263 0.00289345 0.00730018 -0.000536997 -0.00310154 -0.00569902 0.00252976
KronosII_P06_6.0_E09_ROS20654818.CEL ROS20654818 0.000396456 0.00188288 -0.00156455 -0.0087108 6.69421e-05 -0.00135749 -0.00500456 -0.00196316 -0.00533274 -0.00411013
KronosII_P06_6.0_E10_ROS11353057.CEL ROS11353057 -0.00657363 -0.00324506 0.000261149 -0.000884737 0.00319529 0.00371754 -0.00320218 0.00601636 -0.00275154 0.00492726
KronosII_P06_6.0_F01_ROS11464261.CEL ROS11464261 -0.00886391 -0.00406858 -0.00829039 0.00675757 0.000665911 -0.00506641 0.00454373 -0.00108534 -0.0044056 -0.00391726
KronosII_P06_6.0_F02_ROS20267411.CEL ROS20267411 -0.00494173 -0.001022 0.00182375 0.000539704 0.000117337 0.000457658 0.00175918 -0.00191452 0.00537005 0.00406367
KronosII_P06_6.0_F03_ROS20244554.CEL ROS20244554 -0.0114215 -0.00619524 -0.0049429 0.00637613 0.00237741 -0.00352611 0.00252265 -0.00263025 -0.00732872 -0.0029463
KronosII_P06_6.0_F04_ROS15461128.CEL ROS15461128 -0.00231869 0.00502494 -0.00119574 -0.00378856 0.000662966 0.00246311 -0.000626582 -0.00328358 -0.00450631 -0.00155804
KronosII_P06_6.0_F05_ROS15138884.CEL ROS15138884 -0.0102137 -0.00664501 0.00118347 0.008173 0.000228595 -0.00500187 0.000454462 0.00460495 -0.00479809 -0.00597811
KronosII_P06_6.0_F06_ROS20252720.CEL ROS20252720 -0.00904271 -0.00364566 -0.00294104 0.00667872 0.00325959 -0.00634774 -7.24134e-05 -0.00426778 -0.00847364 0.00791539
KronosII_P06_6.0_F07_ROS11624423.CEL ROS11624423 -0.00881735 -0.00364228 0.000194314 0.00194945 0.00144268 -0.000465622 -0.00624327 0.00291299 0.000230116 0.0032107
KronosII_P06_6.0_F08_ROS10288185.CEL ROS10288185 -0.00169658 0.00133807 -0.00111833 -0.00139537 0.000860856 0.00150179 0.000167119 0.000860243 -0.00198201 -0.00737231
KronosII_P06_6.0_G01_ROS42874904.CEL ROS42874904 -0.000662201 0.0164773 -0.00231521 0.00122055 0.00149246 0.00868155 0.00217968 0.00256078 -0.00603352 -0.00110246
KronosII_P06_6.0_G02_ROS41817635.CEL ROS41817635 -0.00295844 0.0153371 -0.00346897 0.00376253 0.00585854 0.00935254 0.00288238 -0.00158949 0.00131795 -0.000929047
KronosII_P06_6.0_G03_MAP66406040.CEL MAP66406040 0.00976143 -0.00136891 -0.000880112 -0.0012819 -0.00338659 0.0055226 -0.00309249 0.00234885 0.00250347 0.00093792
KronosII_P06_6.0_G04_ROS11118510.CEL ROS11118510 0.00260867 0.0061403 -6.28061e-06 -0.00606865 -0.000108648 0.00687453 0.00190253 -0.00291773 -0.00290278 0.00115483
KronosII_P06_6.0_G05_MAP50104710.CEL MAP50104710 0.00123088 0.00588311 0.00282219 -0.00508302 0.00184154 -0.000270685 -0.00127067 0.00309844 0.00779371 0.00901284
KronosII_P06_6.0_G08_MAP50101497.CEL MAP50101497 -0.00131611 0.00532695 0.000250717 -0.000600911 -0.00262344 0.00131383 -0.00279921 -0.000705026 0.00384185 -0.000154298
KronosII_P06_6.0_H03_MAP60747316.CEL MAP60747316 0.00762905 0.0381961 -0.00316096 0.0135662 0.00340334 -0.026696 -0.00940876 0.00531675 0.00785143 0.00455513
KronosII_P06_6.0_H04_MAP91921829.CEL MAP91921829 -0.000642681 -0.00555896 0.00290685 -0.00613614 -0.00226 -0.00712573 0.00200885 -0.0129308 -0.00107611 -0.00178131
KronosII_P06_6.0_H05_MAP71626373.CEL MAP71626373 0.000765616 -0.00713801 0.000909512 -0.00945981 -0.0060416 -0.00824353 -0.00219818 -0.00693286 -0.0044454 -0.00355256
KronosII_P06_6.0_H07_MAP50301675.CEL MAP50301675 0.00268956 0.00636621 -0.000777579 -0.00332008 0.00260319 -0.000709695 -0.0021411 -0.00438592 -0.000886624 -0.000598712
KronosII_P06_6.0_H08_MAP50407800.CEL MAP50407800 0.0042396 -0.00250287 9.5779e-05 -0.00395211 0.00319139 0.000558868 0.00719976 0.0028073 -0.00451779 -0.00094815
KronosII_P06_6.0_H10_MAP50103129.CEL MAP50103129 -0.00388077 0.00337959 -0.000490101 -0.00298351 0.0016452 0.00376912 -0.0062259 0.00857538 0.00752196 -0.00159853
KronosII_P07.2_6.0_A02_MAP17219510.CEL MAP17219510 0.0134238 -0.00624335 0.00249046 0.00476562 -0.00319155 -0.000742519 -0.00643488 0.00318113 -0.00277463 -0.00548163
KronosII_P07.2_6.0_A03_MAP32689956.CEL MAP32689956 -0.00573522 -0.00463737 -0.00239837 0.00417302 0.002978 0.00170928 -0.00357297 -0.000207372 0.00698898 -0.000569862
KronosII_P07.2_6.0_A05_MAP50104558.CEL MAP50104558 -0.00135024 0.00216745 0.00931125 -0.00242313 -0.00378357 0.00074638 0.00115536 0.000621174 -0.000937932 0.0020014
KronosII_P07.2_6.0_A08_MAP02817047.CEL MAP02817047 -0.00351579 7.22499e-05 -0.0041501 -0.00305459 0.000503256 -0.00286269 -0.000787432 -0.0015443 -0.00031875 -0.00115533
KronosII_P07.2_6.0_A09_MAP05779736.CEL MAP05779736 0.000310719 0.000976411 0.00105558 -0.00366939 -0.000106387 0.000920438 -0.0078825 -0.00802458 -0.0078261 0.000463808
KronosII_P07.2_6.0_A10_MAP43485807.CEL MAP43485807 0.00711698 0.0382638 -0.00325496 0.0109901 0.00709752 -0.0264382 0.00143559 -0.00259682 -0.00520139 0.00244758
KronosII_P07.2_6.0_A11_MAP47067421.CEL MAP47067421 0.000591805 0.00033661 0.00260612 -0.00264539 -0.00237368 -0.000878923 0.000710326 -0.00939869 -0.000960532 -0.0035515
KronosII_P07_6.0_B01_MAP05689621.CEL MAP05689621 0.0107979 0.00198768 -0.00529292 0.00461901 0.00310659 0.00504786 -0.00115344 0.00410988 -0.000372187 -0.00423435
KronosII_P07_6.0_B02_MAP50406471.CEL MAP50406471 0.009032 -0.00183244 0.0125235 0.00816901 -0.0044458 -0.00102122 -0.000209346 0.00655245 0.00169961 0.00330919
KronosII_P07_6.0_B03_MAP60871487.CEL MAP60871487 0.00249793 0.000956306 -4.85993e-07 -0.0032677 3.20886e-05 -0.00136037 -0.00101526 -0.00272436 -0.00745284 -0.00139215
KronosII_P07_6.0_B04_MAP69982533.CEL MAP69982533 -0.00399457 0.00126461 0.00187513 -0.00256509 -0.00319006 -0.00170016 0.000992345 0.00698986 -0.00205669 0.000517789
KronosII_P07_6.0_B05_MAP82624422.CEL MAP82624422 0.00183552 -0.00751587 0.00255609 -0.0122489 -0.00183116 -0.00247348 -0.00342988 -0.00360785 0.00610112 -0.00275912
KronosII_P07_6.0_B06_MAP86471999.CEL MAP86471999 -0.00407302 -0.00164155 0.00159052 -0.000945672 0.00269569 -0.00247546 -0.00326474 5.06447e-05 0.00325361 -0.00133209
KronosII_P07_6.0_B07_MAP50400835.CEL MAP50400835 0.000964263 0.00301521 0.00181381 -0.00342674 0.00465249 -0.00139962 0.000921437 -0.00117035 0.0031363 -0.00483998
KronosII_P07_6.0_B08_MAP35286551.CEL MAP35286551 -0.00219132 -0.00154521 -0.000138206 -0.00268821 -0.00169477 -0.00192735 -0.00264178 0.00501225 0.00263834 -0.00493385
KronosII_P07_6.0_B09_MAP70816595.CEL MAP70816595 0.00334476 -0.0039125 0.00243201 -0.00888193 -0.000268695 -0.00228717 0.00431199 0.00364614 -0.001281 0.0063425
KronosII_P07_6.0_B10_MAP85065193.CEL MAP85065193 0.00546993 0.000981069 0.00267732 0.00163957 0.00186975 0.00135084 0.00239074 -0.00223939 0.00253195 -0.00499492
KronosII_P07_6.0_B12_MAP39316600.CEL MAP39316600 0.0162895 -0.00393429 -0.00324532 0.0043468 0.00104503 -0.00233233 -0.00598475 0.00206763 -0.00111236 -0.00162936
KronosII_P07_6.0_C01_MAP67185070.CEL MAP67185070 -0.0104104 -0.00419495 -0.00441898 0.00649047 0.000710689 -0.00284437 -0.00711152 -0.00293768 -0.00333869 -0.00151537
KronosII_P07_6.0_C02_MAP71648351.CEL MAP71648351 0.000336702 -0.00448407 0.000603081 -0.00741073 -0.00115462 -0.00537941 0.000948189 0.00138171 0.00832826 -0.000224894
KronosII_P07_6.0_C03_MAP06073025.CEL MAP06073025 -0.00883007 -0.00463241 0.000756152 0.00614327 -0.000634667 -0.00353998 0.00158977 0.0117441 0.00324592 -0.00382335
KronosII_P07_6.0_C05_MAP30755009.CEL MAP30755009 0.00625591 0.00768306 -0.00014703 -0.00205937 3.39208e-05 0.00179358 0.00315354 0.0029667 0.00480306 0.00190684
KronosII_P07_6.0_C09_MAP50101073.CEL MAP50101073 0.000415672 0.0054253 0.00430326 -0.00666961 -0.000591147 -0.00260721 0.00156406 -6.9163e-05 0.00413724 -0.0025464
KronosII_P07_6.0_D01_MAP36010337.CEL MAP36010337 0.00285243 -0.00576918 0.00213752 -0.0105788 -0.00366893 -0.00575499 -0.00228523 -0.00822302 -0.00266078 0.00392841
KronosII_P07_6.0_D03_MAP02899847.CEL MAP02899847 -0.00331044 0.00388325 0.0133571 -0.000989795 -0.00267807 -0.00448051 0.000508575 -0.00514803 -0.00456077 -0.00385011
KronosII_P07_6.0_D05_MAP86071821.CEL MAP86071821 0.00259347 0.000214322 0.000954865 -0.00712558 -0.000239463 0.00146943 -0.000486173 -0.00381098 0.00271855 0.00341785
KronosII_P07_6.0_D06_MAP14498577.CEL MAP14498577 0.000627485 -0.00437735 0.00496148 -0.0126911 -0.00157377 -0.0016577 -0.00510857 0.00395415 0.00814796 -0.00363537
KronosII_P07_6.0_D07_MAP45450112.CEL MAP45450112 0.00480305 -0.00096524 0.00167449 -0.00338497 -0.00394051 -0.00868676 -0.000709793 0.00958576 0.00416431 -0.00352353
KronosII_P07_6.0_D10_MAP23690880.CEL MAP23690880 0.00352569 -0.00638905 0.000100381 -0.00593201 -0.00742787 0.00169333 -0.019387 -0.00615656 -0.000851487 -0.00334942
KronosII_P07_6.0_D12_MAP50301549.CEL MAP50301549 0.00457244 -0.00668021 -4.2019e-05 -0.00689126 0.00111296 -0.00608494 -0.0023128 -0.00339299 0.00854633 0.00445842
KronosII_P07_6.0_E01_MAP27560777.CEL MAP27560777 -0.000562285 0.0015208 0.00261113 -0.00729835 -0.0054969 0.00258629 -0.00613932 -0.00154955 -0.00403254 0.00443426
KronosII_P07_6.0_E02_MAP64291829.CEL MAP64291829 -0.00165154 -0.00153646 0.00381266 -0.0149422 -0.000770525 -0.00526334 -0.00286212 -0.00876319 -0.00315978 0.00318901
KronosII_P07_6.0_E03_MAP97006937.CEL MAP97006937 -0.00368024 0.000276373 -0.00321241 -0.00608966 0.000857996 0.00366056 0.00329063 -0.00143366 0.00416947 -0.00525634
KronosII_P07_6.0_E05_MAP53682197.CEL MAP53682197 0.0040479 -0.0051078 -0.00106161 -0.0053327 -0.00256039 -0.00760827 0.00318748 -0.00587525 -0.00336298 -0.00101444
KronosII_P07_6.0_E06_MAP50102664.CEL MAP50102664 -0.00200214 0.00201952 -0.00145611 -0.00084176 -0.00189968 0.000871634 0.00199116 -0.00456616 0.00323618 0.000282159
KronosII_P07_6.0_E07_MAP06107196.CEL MAP06107196 0.00206954 0.00547641 -0.00121572 -0.00592737 0.0012462 0.00195299 0.00234471 -0.00105674 0.00211036 0.00493244
KronosII_P07_6.0_E08_MAP50302266.CEL MAP50302266 -0.000871466 -0.00164643 -0.00244578 -0.00365005 -0.00200094 0.003366 -0.0118888 -0.00144583 -0.00338913 -0.00975446
KronosII_P07_6.0_E09_MAP50402567.CEL MAP50402567 -0.00161231 -0.00461323 0.0023683 -0.0100626 -0.00174614 -0.00828191 -0.00290698 0.00123841 0.0160625 0.00516432
KronosII_P07_6.0_E10_MAP50408941.CEL MAP50408941 -0.00214918 -0.00026589 0.00517426 0.000898378 -0.00167426 -0.000585926 0.00382108 -0.0100635 0.00136407 -0.00736547
