Feature_Length,Accuracy,Precision,Recall,AUPRC,AUROC,F1_Score
28,0.6191780821917808,0.6229177104830279,0.6105984363185002,0.6313322303326585,0.6520212926574657,0.6145685823404039
29,0.6068493150684933,0.6061384924639096,0.6083177900475414,0.6046060466956682,0.6399749421715865,0.6045703059558701
30,0.5972602739726026,0.6028427924650336,0.5971529075693661,0.610501940954169,0.6281386992177963,0.594716013846382
31,0.6,0.6013740080906544,0.6035579857296627,0.6288957572748192,0.6424138856921239,0.5978033337636548
32,0.5904109589041096,0.5982684159522395,0.5907087056667601,0.5937082366244534,0.6062775517194772,0.5881127944442128
33,0.5917808219178082,0.5972104196073811,0.5829131414874948,0.607023992512188,0.6290297352246818,0.5843685437764239
34,0.573972602739726,0.5795836798000449,0.5825945080918615,0.5918698079048356,0.6193680052548524,0.5746671182368959
35,0.6041095890410959,0.6072137794512592,0.6279314193136225,0.6212130482373288,0.642653307193405,0.6110363551297062
36,0.5753424657534246,0.5812299500534794,0.5673287028450316,0.5861962162528128,0.6153809431793053,0.5704693816217129
37,0.5972602739726027,0.6049759984817739,0.5909855283369714,0.595908389397257,0.6214446465280381,0.5929424643630885
38,0.5876712328767124,0.5972072713784918,0.5735799096095711,0.5901373526919808,0.6178401252150378,0.5801944280631959
39,0.6068493150684932,0.6187650515104292,0.5896591336025072,0.6042378848108265,0.6346871733643928,0.5981611121713492
40,0.5684931506849316,0.5793624536622639,0.5679576154174176,0.5941113448640905,0.598932060482545,0.5642568397371135
41,0.5986301369863013,0.609019359035604,0.5942457345133866,0.613343827327258,0.6287454244340293,0.5940722937132228
42,0.5657534246575342,0.5684194595626226,0.5763514494649019,0.58589739597341,0.6051577314076065,0.5673705055870335
43,0.5767123287671234,0.5809223559888534,0.5591124791738993,0.5962350719434056,0.6017709053931964,0.5665087153819479
44,0.5684931506849316,0.5735873362900157,0.5525942068961143,0.5877745133089461,0.6048320092008297,0.5577143959320878
45,0.5602739726027397,0.5635674535419866,0.5516313157973999,0.5944894946713826,0.591523066131575,0.5545906780763157
46,0.5465753424657535,0.5469866310160427,0.536411141706258,0.5516082600101908,0.5669960919102035,0.5351068771566421
47,0.5767123287671234,0.5842959453529213,0.5620822930190752,0.5954676074108963,0.6052954016261717,0.5671216253374014
48,0.5808219178082192,0.5804423878214201,0.5945446712923992,0.5897283200470571,0.6007993138768132,0.5818913510233286
49,0.5547945205479452,0.5652058221484141,0.5373780355379276,0.5799220875515212,0.5844449378629943,0.5443419289606862
50,0.5452054794520548,0.558604306449148,0.5299749690481739,0.5589575979153439,0.5670715081910528,0.5367034535552415
51,0.5342465753424658,0.5388659777217315,0.5040147807849795,0.5528245297499172,0.5542322019127173,0.5158368289804857
52,0.5712328767123287,0.576331415805527,0.5708993784270924,0.6036353552403224,0.6084435433256965,0.5681341462782769
53,0.5520547945205478,0.5597494472377094,0.5308907943482996,0.5624883127268097,0.5733546723384935,0.5400841788382159
54,0.5452054794520548,0.5487956922400119,0.529669017578735,0.5590204677773548,0.5610611842824966,0.5361833642562319
55,0.5684931506849316,0.5786768335689646,0.5455937281534006,0.5650377425238579,0.585183055991505,0.5566469065360591
