Feature_Length,Accuracy,Precision,Recall,AUPRC,AUROC,F1_Score
1,0.5789026915113872,0.6021434859788586,0.4795411043205161,0.6330826874829527,0.5878883036601137,0.5272008763702979
2,0.6091304347826088,0.6257813730057399,0.5392261904761904,0.608903535299947,0.6179022458664486,0.5764032372339714
3,0.604679089026915,0.6164019442165503,0.5616552605890841,0.6184980792274308,0.6454237347783346,0.5827819095274859
4,0.6205175983436853,0.6321515389702264,0.5915450725744844,0.6206261222301441,0.6486078096975101,0.6042377763692298
5,0.6378053830227743,0.6520127453191968,0.6052585731262202,0.6538173024421894,0.6691872964496803,0.6221439011489497
6,0.6134368530020704,0.6223210864805693,0.5756087662337663,0.6459899044411426,0.6599901132037079,0.5944125568254448
7,0.607639751552795,0.6198551436703713,0.5743426916221034,0.6526620413631188,0.6583254712836757,0.5914119114012959
8,0.6162732919254659,0.6280454722460116,0.600413536626772,0.6457411467088382,0.648447640712319,0.6071928308607452
9,0.6077432712215322,0.619700524519073,0.571634517443341,0.6558708255748731,0.6514203667378701,0.5899093778637613
10,0.6247826086956522,0.6394259444070489,0.5964392878363467,0.6609934694122502,0.6690559890224033,0.6099007253288757
11,0.60175983436853,0.6162068946105748,0.5705280748663102,0.6377262302243483,0.6492049140895061,0.5833819477209282
12,0.6132919254658384,0.6239203577753355,0.600433855360326,0.6463389768879676,0.6671693151343472,0.6022728049786823
13,0.6191097308488613,0.6288399257552484,0.6127295539427894,0.6613818134179549,0.6672588059014143,0.6124615320719454
14,0.6032919254658384,0.6145685922985434,0.5875944317120788,0.6608649720307407,0.6709845276095554,0.5927667845840321
15,0.6175362318840578,0.6283914693896545,0.6043176513029455,0.6766242675476359,0.6816656289708866,0.6060393110120093
16,0.624679089026915,0.6401982121377745,0.6071205224514049,0.6466375948040133,0.6742073525848404,0.6130957378371473
17,0.6205590062111801,0.6293368505891193,0.621189786520669,0.6498741666687341,0.663539627746367,0.6171260201312069
18,0.609192546583851,0.6261031875932506,0.58789762116968,0.6393249820871942,0.6472865526327489,0.5960827376492535
19,0.6018219461697722,0.6158297046039622,0.5826696057210763,0.6573830094632159,0.6700967994321598,0.5878507623052391
20,0.6048447204968943,0.6135004301909448,0.5985561497326204,0.6382075230063847,0.6504288046691297,0.5975324223323542
21,0.6048240165631469,0.6208614174694029,0.5875604787369493,0.6488829776503927,0.6543501491638655,0.5925820912225844
22,0.5946997929606626,0.6121336205942176,0.5869287411934471,0.6590150109883532,0.6485670193516003,0.5839397707712181
23,0.5789440993788819,0.5991835357624831,0.5770704418130889,0.636066810145093,0.6351300025060529,0.5726428275805537
24,0.6134575569358178,0.6214678358777495,0.6192098506069095,0.6456918050836308,0.651572692048643,0.6114616814923901
25,0.5946583850931677,0.6098604968731196,0.5695145255071725,0.6377667400360715,0.6443592607564025,0.5754524616828868
26,0.5975776397515528,0.6110859554952068,0.6081848951701893,0.6576810328464903,0.6448962333870283,0.5951248835578523
27,0.5833747412008281,0.6049350544785328,0.5754558186911128,0.6265886521722591,0.6347290337320467,0.5735129091705498
28,0.599047619047619,0.6130025866294107,0.5858186380612852,0.6356690891256068,0.6402779586183225,0.5861243925724747
29,0.571656314699793,0.5812689174624659,0.5630028223410577,0.6417474919791535,0.6347571618493224,0.5607970340310987
30,0.5657763975155279,0.5733477376779073,0.5759991723962312,0.6189792374607629,0.6080592874709693,0.5596879911291351
31,0.5487991718426501,0.5661358136026069,0.5301145912910619,0.5931363868158664,0.5854433364254793,0.5297471637155733
32,0.564616977225673,0.5747775593862678,0.5743337259146084,0.621838755589863,0.6284531226100222,0.5604815700709407
33,0.5859213250517599,0.5967335591993208,0.5796687993379169,0.6279709324137357,0.6254563412818609,0.5747620305703618
34,0.5572463768115942,0.5718790044007774,0.5580046260928614,0.6244672068248931,0.6215845945900954,0.5493195975793956
35,0.5659006211180124,0.5715806821689174,0.5728139058653765,0.5990212168352383,0.6042557636026233,0.5609092098194474
36,0.5516149068322982,0.5672056483821188,0.5194377069009422,0.5952360433548332,0.5898644997339713,0.5304651134248711
37,0.5570600414078675,0.5554626940547658,0.5360970524573465,0.5999027539622407,0.5920060122932745,0.5358363545447121
38,0.5399378881987577,0.5488896101571418,0.5452526844070962,0.6062742842219218,0.5925730547402374,0.5347602963112642
39,0.557287784679089,0.5729593694000955,0.5486584861217215,0.616559252962923,0.6001296048057714,0.5454161239312731
40,0.5516356107660455,0.5594822967377315,0.544947744249215,0.6050359894878905,0.6036508882925845,0.5415384953903903
41,0.5645341614906831,0.5730926212272489,0.5536939775910363,0.6013177704320329,0.5868656025142646,0.5508778563466498
42,0.550103519668737,0.558302612919759,0.5534050589932942,0.5858474503298913,0.58933637166988,0.5416715362866116
43,0.568737060041408,0.5803843660751555,0.5536627302436126,0.6264028749885046,0.6039161467085505,0.5568373125321089
44,0.5571014492753623,0.5616817473714024,0.5747893323996266,0.6232517800688873,0.6013505050079574,0.5540236923720554
45,0.5889026915113871,0.609916951727248,0.5583159324335796,0.6237120120469325,0.6282146376759103,0.5677558293192121
46,0.5472463768115942,0.562632098141436,0.5252967171717172,0.5822219166787538,0.5767248276370622,0.5309532596630694
47,0.5587163561076605,0.5778060129279642,0.563151366607249,0.5892584648856339,0.5914029437532589,0.5549243198687239
48,0.5531884057971015,0.5708190952580486,0.5527323126220185,0.606844704571264,0.6024806849374519,0.5426000807936416
49,0.5473291925465837,0.560734924574691,0.5515450725744844,0.5979529154734212,0.595779860202986,0.539564720128923
50,0.5631055900621118,0.573110582848214,0.551647780324251,0.6018237602996955,0.5976175120367125,0.5475636228432095
51,0.5586335403726708,0.5714756628899853,0.5689998726763432,0.598264949585025,0.6039943924938397,0.551474998475016
52,0.5600828157349895,0.56564368461581,0.590332102537985,0.6152762902993091,0.6018759349300592,0.5641516790941928
53,0.557494824016563,0.5661357000593545,0.5889870872591462,0.5982365562324518,0.5973214542329425,0.561377038906943
54,0.5186749482401656,0.5250441759382211,0.5198505008063832,0.5823030617782946,0.5608276333127615,0.5082677527616519
55,0.5501242236024845,0.5616353405390933,0.5636123312961548,0.5758069035527297,0.5840867839427106,0.5475201863666681
